,poi_x,poi_y,poi_x_km,poi_y_km,poi_name,poi_area,place_name
54,-79.89350128871503,44.74018526263419,-8893.824456961045,4966.160564152396,St. Margaret's Cemetery,64873.70566543065,Simcoe County
55,-79.85565442645847,44.151652762046574,-8889.611306407784,4900.83345658717,GA Wright Athletic Fieldc,64728.580529262894,Simcoe County
56,-79.35074028395293,44.69723004014373,-8833.403759149924,4961.392534455954,Ontario Educational Leadership Centre,64038.04290356748,Simcoe County
57,-79.88320532827157,44.28546474856646,-8892.67830034852,4915.686587090877,École élémentaire catholique Marguerite-Bourgeois-Borden,63047.60888830593,Simcoe County
58,-79.55466920522164,44.30584858859272,-8856.105330594479,4917.949193333791,Nantyr Shores Secondary School,61220.85467922312,Simcoe County
59,-79.46306715908328,44.61076232632305,-8845.908099216309,4951.794618221858,Notre Dame Catholic School,60672.01870868673,Simcoe County
60,-79.9181297266233,44.77229051693446,-8896.566119297433,4969.724247379725,North Simcoe Learning Centre,58796.41258720535,Simcoe County
61,-79.85843290597103,44.155149141205335,-8889.920609525601,4901.2215546737925,Banting Memorial District High School,58207.990230784846,Simcoe County
62,-79.91406758730677,44.741746467713746,-8896.113917886578,4966.3338579162255,Georgian Bay General Hospital - Midland,56762.23490567747,Simcoe County
63,-79.55304311587406,44.504612470382256,-8855.924312702216,4940.01198421243,Oro Fair Grounds,56342.6481656046,Simcoe County
64,-79.96293804369813,44.22423604990561,-8901.55422596252,4908.890201539523,Tosorontio Central Public School,55837.13981038095,Simcoe County
65,-79.55896026255517,44.15018347472395,-8856.583015387905,4900.670365694359,Discovery Play Garden,54126.85070690222,Simcoe County
66,-79.80765190440665,44.03570642640746,-8884.267617650454,4887.9634133312275,St. Thomas Aquinas Catholic Secondary School,52848.179424114714,Simcoe County
67,-79.58083542217054,44.107276654722206,-8859.018180031446,4895.9077086741645,Holy Trinity Catholic High School,51131.595313428814,Simcoe County
